codedel1;deleg1;nature;ref_tn_cod1;code_etablissement;lat1;lon1;tablissement;Name
8147;Manzel mhiri;Ecole Primaire;TN415;814607;35.472709;9.847172;814607;E.P. ÇáÍãíÏÇÊ
8146;Nasrallah;Ecole Primaire;TN415;814608;35.304083;9.735334;814608;E.P. ÇáÎÈäÉ
8147;Manzel mhiri;Ecole Primaire;TN415;814609;35.4242417;9.8526026;814609;E.P. Manzel mhiri 1
8146;Nasrallah;Ecole Primaire;TN415;814610;35.2371554;9.7759888;814610;E.P. ÇáÑŞæÈÉ ÇáÍãÑÇÁı
8147;Manzel mhiri;Ecole Primaire;TN415;814611;35.417436;9.803334;814611;E.P. ÑŞæÈÉ Úáí Èä ÓÚÏ
8147;Manzel mhiri;Ecole Primaire;TN415;814612;35.3885541;9.75792;814612;E.P. ãÍØÉ Sidi ÓÚÏıı
8146;Nasrallah;Ecole Primaire;TN415;814613;35.318225;9.9024132;814613;E.P. ÇáÓáÇíãíÉı
8147;Manzel mhiri;Ecole Primaire;TN415;814614;35.443177;9.7475198;814614;E.P. ÇáØæíáÉ
8147;Manzel mhiri;Ecole Primaire;TN415;814615;35.381937975925474;9.7176080864853;814615;E.P. ÓÏ ÈæÑŞíÈÉı
8147;Manzel mhiri;Ecole Primaire;TN415;814616;35.4676992;9.7951476;814616;E.P. ÇáÚÒÇÚÒÉı
8146;Nasrallah;Ecole Primaire;TN415;814617;35.2531569;9.938458;814617;E.P. ÇáÈÑíßÇÊ äÕÑ Çááåı
8146;Nasrallah;Ecole Primaire;TN415;814618;35.2019;9.87392;814618;E.P. ËÇãÑ
8146;Nasrallah;Ecole Primaire;TN415;814619;35.3472482;9.8376143;814619;E.P. Íí ÇáäÓíã
8146;Nasrallah;Ecole Primaire;TN415;814620;35.2085639;9.9291575;814620;E.P. ÇáäæÑ
8146;Nasrallah;Ecole Primaire;TN415;814621;35.2983532;9.7707787;814621;E.P. ÃÈæ ÇáŞÇÓã ÇáÔÇÈí
8147;Manzel mhiri;Ecole Primaire;TN415;814622;35.45301;9.88219;814622;E.P. åäÔíÑ ÇáãÓÊíÑí
8146;Nasrallah;Ecole Primaire;TN415;814623;35.2305118;9.7308866;814623;E.P. ÎÈäÉ ÇáØãÇãÉ
8146;Nasrallah;Ecole Primaire;TN415;814624;35.21581;9.81902;814624;E.P. ÇáäÌÇÍı
8146;Nasrallah;Ecole Primaire;TN415;814625;35.20465;9.78677;814625;E.P. ÇáÌãÇá
8147;Manzel mhiri;Ecole Primaire;TN415;814626;35.4186287;9.845926;814626;E.P. Manzel mhiri 2
8146;Nasrallah;Ecole Primaire;TN415;814627;35.36384;9.83528;814627;E.P. Íí ÇáÚÒÇÚÒÉı
8146;Nasrallah;Ecole Primaire;TN415;814630;35.2972429;9.8529664;814630;E.P. ÇáÑíÇíÔÉ
8147;Manzel mhiri;Ecole Primaire;TN415;814631;35.4914656;9.8752033;814631;E.P. ÇáÍãíÏÇÊ ÇáÔÑŞíÉ 2
8146;Nasrallah;Ecole Primaire;TN415;814632;35.2469742;9.8048632;814632;E.P. ÇáÈÔÇíÑíÉ
8146;Nasrallah;Ecole Primaire;TN415;814633;35.18129;9.84585;814633;E.P. ÇáÚæÇíäíÉı
8151;Bouhajla;Ecole Primaire;TN417;815101;35.4000101;10.0489162;815101;E.P. BouhajlaÇáãÑßÒı
8151;Bouhajla;Ecole Primaire;TN417;815102;35.3950537;10.0982938;815102;E.P. ÇáİÊÍ Sidi ÚãÑı
8151;Bouhajla;Ecole Primaire;TN417;815103;35.4759982;10.0537257;815103;E.P. Èä æäíÓ
8151;Bouhajla;Ecole Primaire;TN417;815105;35.3573634;10.1285826;815105;E.P. Bir Úáí Èä ÚãÇÑÉı
8151;Bouhajla;Ecole Primaire;TN417;815106;35.3710595;9.9403496;815106;E.P. Bir ÇÍãÏ
8151;Bouhajla;Ecole Primaire;TN417;815107;35.2868625;10.0525124;815107;E.P. Bir ÇáÔÑİÇÁ
8151;Bouhajla;Ecole Primaire;TN417;815108;35.26197;10.0298;815108;E.P. Bir ÇáÏæáÉı
8151;Bouhajla;Ecole Primaire;TN417;815109;35.3413759;10.0368917;815109;E.P. Bir ÇáÌÏíÏı
8151;Bouhajla;Ecole Primaire;TN417;815111;35.4602047;10.0697911;815111;E.P. Bir ãÓíßíä
8151;Bouhajla;Ecole Primaire;TN417;815114;35.1912708;10.0022782;815114;E.P. ĞÑÇÚ Èæßİııı
8151;Bouhajla;Ecole Primaire;TN417;815115;35.4001049;10.131983;815115;E.P. ĞÑÇÚ ãÑíÑÉ
8151;Bouhajla;Ecole Primaire;TN417;815117;35.4148826;9.9370917;815117;E.P. ÇáŞØíİÉ
8151;Bouhajla;Ecole Primaire;TN417;815118;35.4632632;9.9997365;815118;E.P. åäÔíÑ ØÑÇÏ
8151;Bouhajla;Ecole Primaire;TN417;815119;35.3533275;9.926146;815119;E.P. ÇáÇÒÏåÇÑ
8151;Bouhajla;Ecole Primaire;TN417;815120;35.3592183;9.995666;815120;E.P. ÇáÌåíäÇÊı
8151;Bouhajla;Ecole Primaire;TN417;815121;35.392552;9.96881;815121;E.P. ÎáæÉ ÇáãæíÓÇÊ
8151;Bouhajla;Ecole Primaire;TN417;815123;35.2538;10.1366483;815123;E.P. ÇáæÏíı
8151;Bouhajla;Ecole Primaire;TN417;815124;35.3108984;10.1284613;815124;E.P. ÃæáÇÏ ÚÇÔæÑı
8151;Bouhajla;Ecole Primaire;TN417;815125;35.4555314;10.1349003;815125;E.P. ÃæáÇÏ äÕíÑ
8151;Bouhajla;Ecole Primaire;TN417;815129;35.3946;10.0463579;815129;E.P. ÇÈä ÎáÏæä
8151;Bouhajla;Ecole Primaire;TN417;815131;35.3370512;10.0938774;815131;E.P. ÇááÈíÉ
8151;Bouhajla;Ecole Primaire;TN417;815133;35.2805599;10.0959146;815133;E.P. ÇáÒŞÈ
8151;Bouhajla;Ecole Primaire;TN417;815134;35.2217613;10.1767893;815134;E.P. ÇáÑãÇÖÜÜÜäíÉı
8151;Bouhajla;Ecole Primaire;TN417;815138;35.3087696;9.9597018;815138;E.P. ÌåíäÉ
8151;Bouhajla;Ecole Primaire;TN417;815139;35.2472576;10.0612027;815139;E.P. 20 Mars  56
8151;Bouhajla;Ecole Primaire;TN417;815140;35.4172108;9.9947621;815140;E.P. Bir ÇáÚÑÈí
8151;Bouhajla;Ecole Primaire;TN417;815141;35.4477369;9.9484854;815141;E.P. ÃæáÇÏ İÑÍ
8151;Bouhajla;Ecole Primaire;TN417;815142;35.3362432;9.9595709;815142;E.P. 24 ÌÇäİí 52
8151;Bouhajla;Ecole Primaire;TN417;815143;35.4336295;10.0807901;815143;E.P. Sidi ÇÍãÏı
8151;Bouhajla;Ecole Primaire;TN417;815144;35.335343;10.016895;815144;E.P. ÇáÚæÇŞÈíÉ
8151;Bouhajla;Ecole Primaire;TN417;815148;35.35796396652057;10.1364129786551;815148;E.P. İÑŞ ÇáÕíæÏÉı
8151;Bouhajla;Ecole Primaire;TN417;815149;35.400659;10.0483664;815149;E.P. ÇáãÚÑİÉ
8151;Bouhajla;Ecole Primaire;TN417;815150;35.3075624;10.0640989;815150;E.P. ÇáİæÒ ÇáÍÏÇíÏíÉ
8151;Bouhajla;Ecole Primaire;TN417;815151;35.3816022;10.0152867;815151;E.P. ÇáÓåÇíáíÉı
8151;Bouhajla;Ecole Primaire;TN417;815152;35.3912514;9.9923396;815152;E.P. ÃæáÇÏ ãÈÇÑß
8151;Bouhajla;Ecole Primaire;TN417;815153;35.29793;10.15758;815153;E.P. ŞÕÑ ÇáÏÈÇÔ
8151;Bouhajla;Ecole Primaire;TN417;815154;35.3766487;10.0614594;815154;E.P. ÇáÓæÇáãíÉı
8151;Bouhajla;Ecole Primaire;TN417;815156;35.2245412;10.1310958;815156;E.P. ÇáÚæÇíäíÉı
8151;Bouhajla;Ecole Primaire;TN417;815157;35.4834581;10.0898607;815157;E.P. ÃæáÇÏ ÈæÍæÔ
8151;Bouhajla;Ecole Primaire;TN417;815158;35.3251795;9.9859612;815158;E.P. Bir ÈÑÇŞÉ
8151;Bouhajla;Ecole Primaire;TN417;815160;35.4393208;10.0642929;815160;E.P. ÇáŞÕÚÇÊ
8151;Bouhajla;Ecole Primaire;TN417;815161;35.4681919;10.0201885;815161;ã Å ÇáÙæÇåÑ
8156;Echrarda;Ecole Primaire;TN418;815601;35.11616043784355;10.0326435420362;815601;E.P. Bir ÇáãÇáÍ Echrarda ÇáãÑßÒı
8156;Echrarda;Ecole Primaire;TN418;815602;35.216339;9.9644957;815602;E.P. Bir åæíÏíı
8156;Echrarda;Ecole Primaire;TN418;815603;35.04824;10.04027;815603;E.P. ÇáÚæÇíÏı
8156;Echrarda;Ecole Primaire;TN418;815604;35.139;10.065;815604;E.P. ÍÓíä ÇáÛÑÓáÇæí/BirÇáÍáæ
8156;Echrarda;Ecole Primaire;TN418;815605;35.2027;10.15025;815605;E.P. Bir ÇáæÕİÇä
8156;Echrarda;Ecole Primaire;TN418;815606;35.18345;10.08947;815606;E.P. ÇáÔÑÇíØíÉ ÇáÌäæÈíÉı
8156;Echrarda;Ecole Primaire;TN418;815607;35.11289;10.000851;815607;E.P. ÇáÊŞÏã
8156;Echrarda;Ecole Primaire;TN418;815608;35.2809538;9.9653592;815608;E.P.ÇáÇÏæÇÒ (ãÑÒæŞ ÇáİÑÎ)ı
8156;Echrarda;Ecole Primaire;TN418;815609;35.165758;10.04452;815609;E.P. ÇáÚæÇŞÈíÉ
8156;Echrarda;Ecole Primaire;TN418;815610;35.17102;10.04049;815610;E.P. ÇÈä ÒáæÔ
8156;Echrarda;Ecole Primaire;TN418;815611;35.1067452;10.0930057;815611;E.P. ÇáãÓÇÚÏíÉ ÇáÌäæÈíÉ
8156;Echrarda;Ecole Primaire;TN418;815612;35.12029;10.02127;815612;E.P. ÊíÓíÑ ÇáÔæÇíÍíÉııı
8156;Echrarda;Ecole Primaire;TN418;815613;35.15943532521248;10.1752441865404;815613;E.P. Bir ÇáİíÖı
8156;Echrarda;Ecole Primaire;TN418;815614;35.2319305;9.9973214;815614;E.P. Bir ÒÑæŞ
8156;Echrarda;Ecole Primaire;TN418;815615;35.09029;10.03331;815615;E.P. ÇáÃãá
8156;Echrarda;Ecole Primaire;TN418;815616;35.116864;10.072521;815616;E.P. ÇáÍÑÇíÑíÉıııı
8156;Echrarda;Ecole Primaire;TN418;815617;35.0889432;10.0659217;815617;E.P. ÇáÚÈÇíÏíÉ
8156;Echrarda;Ecole Primaire;TN418;815618;35.10049;10.07008;815618;E.P. ÇáÔæÇÔäíÉ
8156;Echrarda;Ecole Primaire;TN418;815619;35.17652;10.12032;815619;E.P. ÇáãÒÇåÏíÉ
8156;Echrarda;Ecole Primaire;TN418;815620;35.139055;10.0363398;815620;E.P. ÇáØíÈ ÇáãåíÑí
8156;Echrarda;Ecole Primaire;TN418;815621;35.15938;10.0089;815621;E.P. ÇáÚåÏ ÇáÌÏíÏ
8156;Echrarda;Ecole Primaire;TN418;815622;35.20302;10.125691;815622;E.P. ÇáÍÏÇíÏíÉ
8156;Echrarda;Ecole Primaire;TN418;815623;35.2549791;10.0064666;815623;E.P. ÃæáÇÏ áÍãÜÜÑ
8156;Echrarda;Ecole Primaire;TN418;815624;35.2023976;9.984996;815624;E.P. ÇáåæÇäí
8156;Echrarda;Ecole Primaire;TN418;815626;35.1890991;10.1887864;815626;E.P. Elmanar
